race,sex,sl,yc,h_cm,hw_k,es,y
A,M,Y,Y,196.0,300.0,85.8,1
B,F,N,N,165.8,121.2,86.8,1
B,F,N,N,155.9,110.9,81.3,0
B,M,N,Y,176.9,103.3,83.0,0
A,F,Y,N,152.4,348.8,89.6,1
B,M,N,Y,174.5,108.4,80.2,0
B,F,N,N,156.1,88.0,85.1,1
W,M,N,Y,178.1,165.0,84.6,0
W,M,N,Y,186.6,178.9,89.9,1
W,F,N,N,154.7,264.1,87.3,1
B,F,N,N,155.6,102.7,88.7,1
W,M,N,Y,168.8,242.3,86.3,1
W,F,N,N,159.8,173.9,85.9,1
A,M,Y,Y,193.9,329.9,82.4,0
A,F,Y,N,160.9,324.5,82.2,0
B,M,N,Y,196.0,74.0,87.4,1
W,M,N,Y,180.7,208.9,87.7,1
W,M,N,Y,181.8,238.7,86.5,1
W,F,N,N,160.9,134.8,88.6,1
W,M,N,Y,175.7,196.0,83.3,0
W,M,N,Y,181.5,239.5,83.3,0
B,F,N,N,160.0,98.5,88.9,1
A,F,Y,N,153.6,283.7,80.8,0
B,M,N,Y,184.2,124.0,84.8,0
A,F,Y,N,159.2,280.9,85.3,1
W,M,N,Y,195.5,219.4,81.6,0
W,F,N,N,154.4,270.2,89.1,1
A,M,Y,Y,181.3,312.4,86.3,1
B,M,N,Y,192.5,67.0,89.3,1
B,F,N,N,167.5,65.8,80.7,0
B,F,N,N,152.6,79.8,82.5,0
A,F,Y,N,156.3,302.7,85.4,1
B,F,N,N,154.7,118.1,81.0,0
W,M,N,Y,169.5,176.3,80.1,0
A,F,Y,N,164.7,349.6,84.2,0
W,M,N,Y,196.8,134.0,85.8,1
B,F,N,N,167.0,87.7,80.8,0
A,F,Y,N,167.6,345.7,83.5,0
W,M,N,Y,182.9,162.1,86.9,1
B,M,N,Y,194.6,124.8,80.4,0
W,F,N,N,151.9,126.0,85.1,1
A,M,Y,Y,198.8,333.9,89.2,1
A,M,Y,Y,175.3,337.6,81.9,0
W,M,N,Y,174.5,192.8,85.6,1
W,F,N,N,161.6,195.8,85.4,1
W,M,N,Y,172.7,173.8,82.2,0
A,F,Y,N,155.5,338.8,85.2,1
W,M,N,Y,193.6,148.8,81.0,0
W,F,N,N,155.5,253.1,80.2,0
B,F,N,N,167.5,92.7,87.9,1
B,F,N,N,153.8,83.1,85.3,1
A,M,Y,Y,176.6,308.5,90.0,1
B,F,N,N,156.6,89.0,84.3,0
B,F,N,N,163.7,113.1,86.9,1
W,F,N,N,158.4,205.8,87.7,1
B,F,N,N,166.4,92.0,88.8,1
B,F,N,N,153.5,61.8,84.7,0
W,F,N,N,164.7,221.5,85.8,1
A,M,Y,Y,187.5,338.1,88.6,1
B,M,N,Y,168.8,54.7,82.9,0
B,M,N,Y,188.2,69.4,85.1,1
W,M,N,Y,193.4,241.4,87.3,1
A,F,Y,N,166.9,287.4,89.9,1
B,M,N,Y,195.2,61.6,87.2,1
W,M,N,Y,188.8,253.6,80.4,0
W,M,N,Y,184.8,196.8,84.2,0
A,M,Y,Y,194.6,296.7,89.7,1
A,M,Y,Y,181.0,322.1,83.1,0
W,M,N,Y,180.6,127.3,84.3,0
W,F,N,N,151.3,143.9,80.5,0
W,M,N,Y,192.5,211.9,87.4,1
W,F,N,N,153.3,219.6,87.9,1
B,F,N,N,155.8,55.0,84.7,0
W,M,N,Y,181.0,157.3,85.2,1
B,F,N,N,154.9,123.0,83.0,0
A,F,Y,N,165.5,336.2,89.9,1
B,F,N,N,164.6,76.4,89.2,1
A,M,Y,Y,188.5,346.7,84.3,0
A,F,Y,N,161.0,338.4,87.8,1
B,F,N,N,153.2,88.3,82.4,0
B,M,N,Y,188.9,71.3,84.6,0
W,M,N,Y,172.2,269.6,87.5,1
B,F,N,N,167.3,99.1,83.1,0
B,F,N,N,160.3,57.0,88.7,1
B,F,N,N,154.4,93.8,80.3,0
W,F,N,N,156.9,209.4,81.1,0
B,M,N,Y,180.3,109.1,88.1,1
A,M,Y,Y,178.4,310.9,87.4,1
A,M,Y,Y,197.1,300.4,86.0,1
B,F,N,N,152.7,86.5,87.5,1
A,M,Y,Y,192.5,312.9,84.6,0
B,F,N,N,157.6,82.3,83.3,0
B,F,N,N,160.6,65.6,86.9,1
B,F,N,N,151.8,96.5,82.2,0
W,F,N,N,161.3,214.9,85.9,1
W,F,N,N,151.6,189.7,85.8,1
A,M,Y,Y,186.6,275.1,80.6,0
W,F,N,N,152.9,193.8,89.9,1
B,M,N,Y,193.2,112.8,84.9,0
B,F,N,N,158.6,91.5,80.5,0
B,M,N,Y,193.1,103.2,87.6,1
B,M,N,Y,174.7,124.5,88.3,1
W,F,N,N,155.7,178.3,88.2,1
A,F,Y,N,152.5,312.1,90.0,1
B,F,N,N,157.3,74.5,84.2,0
A,M,Y,Y,178.5,318.4,86.8,1
A,M,Y,Y,173.2,323.9,82.5,0
A,M,Y,Y,199.0,343.6,84.1,0
W,F,N,N,164.5,210.2,86.7,1
A,M,Y,Y,195.2,349.3,85.5,1
A,F,Y,N,165.1,279.4,85.5,1
A,F,Y,N,165.8,307.4,81.5,0
A,M,Y,Y,189.6,306.0,89.0,1
W,F,N,N,162.2,221.1,87.7,1
W,M,N,Y,189.4,201.8,81.9,0
A,F,Y,N,159.9,305.3,85.3,1
W,M,N,Y,177.6,215.8,81.1,0
W,M,N,Y,176.2,175.7,87.9,1
A,F,Y,N,164.6,283.5,87.3,1
A,F,Y,N,154.8,280.0,87.9,1
W,F,N,N,151.1,167.6,87.6,1
W,M,N,Y,169.6,153.2,84.9,0
B,M,N,Y,177.7,61.8,81.4,0
W,M,N,Y,185.6,239.6,80.8,0
B,F,N,N,151.2,84.0,80.3,0
B,M,N,Y,168.9,123.2,89.3,1
B,F,N,N,161.0,77.3,87.9,1
B,M,N,Y,170.7,104.8,84.7,0
B,M,N,Y,198.9,109.8,87.8,1
B,M,N,Y,196.6,57.6,81.0,0
W,M,N,Y,175.6,132.9,81.8,0
B,F,N,N,152.9,121.5,89.6,1
B,M,N,Y,182.9,85.3,82.9,0
W,F,N,N,161.3,130.6,81.9,0
B,M,N,Y,191.8,67.1,89.4,1
A,M,Y,Y,194.3,336.8,87.0,1
A,F,Y,N,165.7,290.6,82.5,0
B,M,N,Y,169.3,74.9,84.4,0
W,F,N,N,160.2,199.9,89.8,1
W,M,N,Y,192.3,202.6,80.4,0
A,F,Y,N,165.0,333.9,83.8,0
W,M,N,Y,190.7,251.5,85.1,1
A,F,Y,N,167.7,305.8,82.7,0
B,M,N,Y,192.5,109.9,83.4,0
W,F,N,N,156.5,189.2,86.5,1
B,F,N,N,160.6,71.0,80.1,0
W,M,N,Y,177.1,154.4,86.3,1
B,M,N,Y,182.3,105.5,87.7,1
A,M,Y,Y,196.3,277.6,86.2,1
B,F,N,N,159.1,57.3,88.4,1
W,M,N,Y,169.6,252.1,86.9,1
W,F,N,N,151.6,256.7,89.0,1
B,F,N,N,162.6,100.0,85.3,1
B,M,N,Y,180.0,72.9,87.5,1
A,M,Y,Y,190.6,332.2,85.4,1
B,F,N,N,163.1,101.6,89.1,1
B,M,N,Y,194.0,85.5,85.2,1
A,F,Y,N,159.9,282.2,88.1,1
W,M,N,Y,169.5,233.7,86.2,1
B,M,N,Y,197.5,89.4,80.0,0
W,M,N,Y,170.8,141.2,87.9,1
A,F,Y,N,160.7,275.5,87.0,1
W,F,N,N,157.8,242.7,83.0,0
A,F,Y,N,150.4,311.1,87.3,1
B,M,N,Y,194.5,78.9,83.6,0
A,M,Y,Y,189.5,332.3,84.1,0
W,F,N,N,151.5,137.5,82.0,0
W,M,N,Y,200.0,265.1,87.8,1
A,M,Y,Y,186.3,290.9,80.5,0
W,F,N,N,153.5,236.0,80.1,0
W,F,N,N,164.7,219.2,80.8,0
W,M,N,Y,188.2,168.6,89.7,1
W,M,N,Y,178.7,261.7,85.4,1
B,F,N,N,156.0,96.6,87.8,1
W,M,N,Y,184.3,190.9,80.5,0
W,M,N,Y,194.2,243.5,88.6,1
B,F,N,N,157.6,84.0,81.7,0
B,M,N,Y,197.9,83.6,84.1,0
B,M,N,Y,188.7,120.1,89.5,1
B,M,N,Y,195.5,124.6,89.6,1
A,F,Y,N,154.0,289.3,81.9,0
A,F,Y,N,158.1,303.4,81.6,0
A,F,Y,N,161.2,338.3,88.9,1
A,M,Y,Y,197.3,317.2,89.7,1
A,F,Y,N,151.6,344.2,86.1,1
A,M,Y,Y,194.9,344.3,83.2,0
A,F,Y,N,155.5,320.7,85.7,1
W,F,N,N,153.3,200.5,86.7,1
A,F,Y,N,156.0,292.3,85.4,1
B,M,N,Y,199.2,75.7,89.5,1
A,M,Y,Y,184.5,304.8,85.0,1
W,M,N,Y,188.0,153.5,87.3,1
W,M,N,Y,184.5,227.2,89.5,1
B,M,N,Y,194.6,119.0,85.9,1
W,M,N,Y,196.6,131.4,83.4,0
A,F,Y,N,162.1,330.2,85.0,1
B,M,N,Y,196.7,88.7,80.3,0
B,M,N,Y,198.5,69.8,83.7,0
B,M,N,Y,175.2,89.6,81.5,0
B,M,N,Y,195.2,58.6,88.7,1
W,F,N,N,165.5,174.3,82.2,0
W,M,N,Y,178.9,219.2,88.7,1
B,F,N,N,156.9,76.1,86.0,1
A,M,Y,Y,186.8,277.7,82.2,0
A,F,Y,N,165.2,310.6,87.0,1
A,F,Y,N,163.7,332.9,81.3,0
A,M,Y,Y,180.6,277.6,87.1,1
W,M,N,Y,188.8,227.5,87.8,1
W,F,N,N,153.1,244.9,82.9,0
W,M,N,Y,191.7,256.4,87.1,1
B,F,N,N,162.8,113.2,87.9,1
B,M,N,Y,173.9,93.5,84.2,0
B,M,N,Y,178.9,75.5,86.3,1
W,F,N,N,154.8,140.2,83.9,0
A,F,Y,N,161.0,304.0,82.1,0
B,M,N,Y,179.6,97.9,81.7,0
B,F,N,N,159.9,113.3,83.4,0
A,M,Y,Y,199.6,321.2,89.9,1
A,F,Y,N,166.6,323.8,89.0,1
A,M,Y,Y,173.4,309.1,87.9,1
B,F,N,N,158.6,83.4,87.9,1
B,M,N,Y,176.5,102.8,89.8,1
A,M,Y,Y,184.1,346.3,86.3,1
A,F,Y,N,152.0,277.4,82.9,0
A,F,Y,N,158.4,301.7,89.0,1
B,F,N,N,150.7,79.1,80.7,0
W,F,N,N,164.6,129.3,87.7,1
W,M,N,Y,176.8,201.0,80.4,0
B,M,N,Y,177.6,81.9,81.6,0
A,F,Y,N,166.8,348.5,84.3,0
A,F,Y,N,159.9,283.4,80.4,0
A,F,Y,N,151.3,310.6,87.1,1
A,M,Y,Y,192.1,325.1,80.9,0
A,M,Y,Y,198.4,322.9,87.1,1
B,F,N,N,159.5,113.6,89.0,1
B,F,N,N,157.6,121.1,87.0,1
B,M,N,Y,197.5,95.4,87.6,1
B,F,N,N,152.3,56.1,82.7,0
A,M,Y,Y,197.2,309.6,81.2,0
A,M,Y,Y,191.5,314.1,88.3,1
W,M,N,Y,184.7,217.7,87.9,1
B,M,N,Y,180.5,59.9,81.0,0
B,F,N,N,155.8,72.6,86.9,1
B,M,N,Y,173.5,85.5,82.4,0
W,M,N,Y,184.1,208.9,82.3,0
A,M,Y,Y,185.9,316.7,89.3,1
A,F,Y,N,155.5,349.2,89.5,1
A,M,Y,Y,192.8,330.1,83.3,0
A,M,Y,Y,173.5,349.3,87.4,1
W,F,N,N,155.2,226.0,80.8,0
W,F,N,N,166.4,150.3,85.1,1
W,F,N,N,159.2,261.2,80.2,0
B,M,N,Y,185.2,56.1,84.3,0
A,F,Y,N,165.0,315.5,81.7,0
B,M,N,Y,183.2,62.5,88.3,1
W,F,N,N,155.3,190.1,83.3,0
A,F,Y,N,152.7,277.3,87.2,1
W,F,N,N,163.2,201.1,88.3,1
W,F,N,N,155.9,255.5,83.8,0
W,M,N,Y,188.6,249.9,86.3,1
A,F,Y,N,151.8,323.4,89.5,1
A,F,Y,N,163.7,314.3,82.0,0
A,M,Y,Y,169.7,300.8,80.6,0
A,M,Y,Y,194.4,341.0,85.3,1
A,F,Y,N,152.4,287.7,81.3,0
A,F,Y,N,156.1,337.3,80.2,0
W,M,N,Y,191.2,164.8,88.2,1
W,M,N,Y,178.7,179.7,80.5,0
B,M,N,Y,183.2,80.0,86.6,1
W,M,N,Y,199.4,138.1,83.7,0
W,M,N,Y,198.1,152.0,88.0,1
W,M,N,Y,194.2,219.8,85.8,1
B,F,N,N,166.7,73.6,88.2,1
W,F,N,N,164.4,237.3,84.3,0
A,M,Y,Y,195.6,328.4,89.4,1
W,F,N,N,153.9,127.8,87.3,1
B,F,N,N,161.7,71.9,87.2,1
W,M,N,Y,175.5,167.2,87.7,1
A,F,Y,N,154.5,309.6,82.3,0
A,F,Y,N,160.1,281.1,85.9,1
B,M,N,Y,172.7,79.0,80.5,0
A,F,Y,N,161.1,299.4,86.6,1
B,F,N,N,162.8,121.8,82.6,0
B,F,N,N,162.4,57.2,82.5,0
B,F,N,N,153.5,107.0,82.8,0
W,M,N,Y,182.0,243.0,84.1,0
B,F,N,N,167.4,86.3,87.7,1
A,F,Y,N,158.7,340.9,89.3,1
A,M,Y,Y,171.6,318.0,87.2,1
A,F,Y,N,150.3,341.8,84.2,0
A,F,Y,N,156.8,304.5,84.6,0
A,M,Y,Y,186.0,346.1,81.2,0
B,M,N,Y,185.6,102.0,81.8,0
W,M,N,Y,170.2,225.7,84.1,0
W,M,N,Y,194.9,259.7,85.2,1
A,F,Y,N,152.8,282.0,85.5,1
A,M,Y,Y,194.6,300.3,85.8,1
W,F,N,N,160.8,245.7,87.8,1
B,F,N,N,155.7,120.8,86.5,1
B,F,N,N,164.5,123.2,88.1,1
B,M,N,Y,192.5,72.9,89.5,1
B,F,N,N,166.7,92.0,83.0,0
A,M,Y,Y,170.3,316.1,85.1,1
B,M,N,Y,187.2,65.3,81.6,0
A,F,Y,N,154.6,284.4,86.2,1
W,M,N,Y,182.2,212.5,89.0,1
W,M,N,Y,185.0,199.3,80.6,0
W,F,N,N,154.9,145.0,81.8,0
W,F,N,N,162.2,224.6,88.7,1
B,M,N,Y,177.2,113.1,80.2,0
W,F,N,N,166.7,241.4,80.4,0
A,F,Y,N,154.4,343.7,82.1,0
W,F,N,N,162.7,177.0,80.7,0
B,M,N,Y,183.7,111.7,85.7,1
A,M,Y,Y,199.2,285.2,83.2,0
W,M,N,Y,177.6,206.1,84.0,0
W,M,N,Y,190.4,227.1,83.0,0
W,F,N,N,153.8,202.8,80.6,0
W,F,N,N,152.9,191.7,81.7,0
W,M,N,Y,179.0,230.3,87.8,1
W,M,N,Y,170.9,248.9,89.2,1
B,M,N,Y,191.3,121.9,80.6,0
B,M,N,Y,183.2,65.6,87.8,1
W,F,N,N,163.8,181.7,81.9,0
W,M,N,Y,179.4,137.9,89.9,1
W,M,N,Y,189.5,164.6,86.3,1
A,F,Y,N,152.1,311.8,89.0,1
B,F,N,N,158.4,87.1,85.7,1
A,F,Y,N,157.0,317.2,88.1,1
W,M,N,Y,192.0,215.1,80.5,0
A,M,Y,Y,177.6,344.1,86.8,1
W,M,N,Y,182.3,128.9,86.7,1
B,F,N,N,157.7,116.3,85.2,1
W,M,N,Y,195.6,192.8,87.1,1
A,F,Y,N,162.6,327.4,89.1,1
W,F,N,N,162.4,194.8,86.8,1
B,M,N,Y,183.4,80.3,89.5,1
B,M,N,Y,174.5,87.0,86.5,1
B,M,N,Y,198.2,83.3,83.1,0
A,M,Y,Y,183.7,319.3,86.1,1
B,M,N,Y,171.0,93.2,86.6,1
A,F,Y,N,156.5,303.5,86.2,1
A,F,Y,N,151.3,290.3,82.1,0
B,F,N,N,151.1,107.6,87.6,1
B,M,N,Y,180.9,68.2,87.1,1
A,F,Y,N,153.3,337.0,82.0,0
B,M,N,Y,191.3,102.5,82.2,0
B,F,N,N,159.6,90.3,83.5,0
B,M,N,Y,177.0,83.6,85.5,1
W,M,N,Y,178.3,149.4,88.5,1
A,F,Y,N,166.0,279.8,81.6,0
W,F,N,N,167.4,162.4,81.6,0
A,F,Y,N,164.0,289.4,84.4,0
W,M,N,Y,193.9,272.9,87.7,1
A,F,Y,N,154.4,305.5,88.3,1
B,F,N,N,165.2,106.2,88.6,1
A,F,Y,N,158.8,282.4,83.9,0
W,F,N,N,150.2,130.5,85.1,1
B,F,N,N,154.6,63.1,82.8,0
A,M,Y,Y,189.1,313.9,83.6,0
W,M,N,Y,197.9,271.6,81.5,0
W,M,N,Y,196.8,150.7,80.4,0
W,F,N,N,160.0,264.3,84.9,0
B,F,N,N,152.4,77.1,80.9,0
W,F,N,N,161.4,225.7,88.1,1
W,F,N,N,163.4,167.6,89.0,1
B,M,N,Y,179.6,77.6,86.9,1
W,M,N,Y,198.4,185.3,85.1,1
A,M,Y,Y,171.3,331.4,85.4,1
B,M,N,Y,184.8,85.9,83.1,0
B,M,N,Y,193.1,72.9,82.8,0
W,M,N,Y,186.4,221.9,88.9,1
A,M,Y,Y,185.3,290.6,86.9,1
B,F,N,N,155.2,50.3,82.3,0
B,M,N,Y,186.0,103.3,80.2,0
B,M,N,Y,168.9,90.2,84.5,0
W,M,N,Y,199.2,167.9,84.6,0
A,M,Y,Y,198.9,317.2,87.7,1
A,M,Y,Y,181.6,347.0,88.0,1
W,F,N,N,157.2,194.3,82.5,0
A,F,Y,N,157.2,336.3,89.4,1
W,F,N,N,150.2,218.5,89.8,1
W,F,N,N,160.8,184.6,87.7,1
A,M,Y,Y,190.9,303.0,88.5,1
W,F,N,N,162.9,217.6,86.7,1
W,F,N,N,155.9,144.3,81.7,0
B,M,N,Y,177.4,116.3,81.3,0
W,M,N,Y,188.0,205.7,89.7,1
A,M,Y,Y,190.6,280.9,85.6,1
B,M,N,Y,196.0,74.6,83.9,0
W,F,N,N,154.9,217.3,82.2,0
A,M,Y,Y,190.2,290.5,86.4,1
A,M,Y,Y,186.1,282.6,82.9,0
W,M,N,Y,190.2,152.4,83.5,0
W,M,N,Y,187.7,173.6,82.6,0
B,F,N,N,151.4,115.0,88.4,1
W,F,N,N,153.4,262.0,81.4,0
B,F,N,N,154.3,98.0,80.8,0
W,F,N,N,165.3,130.6,88.5,1
B,M,N,Y,192.8,95.8,82.2,0
A,M,Y,Y,177.2,311.9,87.0,1
B,F,N,N,159.6,74.0,81.3,0
B,F,N,N,157.0,95.7,89.8,1
W,F,N,N,159.2,254.9,84.6,0
A,M,Y,Y,173.2,287.3,84.7,0
W,F,N,N,159.6,252.9,83.7,0
W,M,N,Y,197.8,147.8,80.8,0
A,F,Y,N,157.0,349.0,85.5,1
A,F,Y,N,160.2,304.6,86.5,1
W,F,N,N,161.3,185.6,84.1,0
W,F,N,N,152.3,202.5,83.7,0
W,F,N,N,157.6,210.1,89.4,1
B,M,N,Y,197.7,62.4,86.4,1
W,M,N,Y,178.5,220.0,84.5,0
A,M,Y,Y,193.5,349.2,87.8,1
B,F,N,N,154.2,73.2,85.0,1
B,F,N,N,161.2,92.9,80.5,0
B,M,N,Y,185.3,69.2,81.3,0
W,F,N,N,153.5,266.7,80.4,0
W,F,N,N,152.8,256.0,86.9,1
B,M,N,Y,179.5,67.9,87.1,1
B,M,N,Y,182.3,101.0,86.3,1
B,M,N,Y,198.0,109.5,85.6,1
B,M,N,Y,188.7,90.7,89.0,1
W,F,N,N,161.1,180.9,81.6,0
B,M,N,Y,183.1,65.5,82.9,0
B,M,N,Y,188.8,124.3,86.0,1
B,M,N,Y,188.7,60.3,85.0,1
A,M,Y,Y,174.7,311.4,81.0,0
W,M,N,Y,178.2,164.7,87.9,1
B,M,N,Y,185.4,69.8,88.9,1
A,M,Y,Y,186.0,280.0,87.1,1
B,F,N,N,166.2,63.3,86.9,1
B,M,N,Y,172.3,108.8,81.6,0
A,F,Y,N,154.1,296.2,88.1,1
A,M,Y,Y,178.6,308.3,86.1,1
W,M,N,Y,188.2,253.4,88.3,1
W,F,N,N,155.3,139.0,89.7,1
B,M,N,Y,197.1,55.1,84.1,0
A,M,Y,Y,191.7,301.6,84.5,0
W,F,N,N,158.5,219.2,82.2,0
B,M,N,Y,190.0,63.1,86.7,1
A,F,Y,N,164.0,301.6,88.3,1
W,M,N,Y,174.2,264.9,84.4,0
W,M,N,Y,187.4,137.5,89.7,1
A,F,Y,N,166.7,341.6,89.1,1
A,M,Y,Y,182.1,287.8,81.9,0
B,M,N,Y,178.8,92.4,85.8,1
A,F,Y,N,152.8,342.7,80.9,0
W,F,N,N,158.8,151.0,83.7,0
B,F,N,N,157.8,110.5,80.5,0
A,M,Y,Y,173.1,344.2,80.7,0
A,M,Y,Y,186.0,292.0,86.3,1
W,M,N,Y,174.4,231.2,88.2,1
A,F,Y,N,156.9,336.6,86.2,1
B,F,N,N,163.4,59.7,88.6,1
A,M,Y,Y,178.7,318.5,88.9,1
W,M,N,Y,178.1,158.0,85.0,1
W,M,N,Y,175.0,179.8,81.0,0
B,F,N,N,151.3,77.8,83.0,0
W,M,N,Y,181.9,130.8,84.6,0
B,M,N,Y,174.4,100.6,84.9,0
A,F,Y,N,159.9,346.6,83.3,0
W,F,N,N,156.5,225.0,80.2,0
A,M,Y,Y,176.3,276.2,87.9,1
W,F,N,N,160.4,225.2,82.5,0
B,M,N,Y,194.4,124.3,86.8,1
B,M,N,Y,176.0,75.1,87.3,1
A,F,Y,N,150.1,342.1,85.7,1
A,F,Y,N,161.6,285.8,87.5,1
B,F,N,N,157.7,118.8,81.0,0
B,M,N,Y,195.2,83.3,87.0,1
B,M,N,Y,171.3,74.2,84.0,0
B,F,N,N,164.3,111.8,84.5,0
A,F,Y,N,161.3,338.2,87.5,1
A,F,Y,N,164.6,276.7,89.5,1
W,F,N,N,152.5,264.2,82.2,0
W,F,N,N,168.0,148.2,80.6,0
A,M,Y,Y,185.7,309.1,83.1,0
A,F,Y,N,162.2,278.1,84.8,0
B,F,N,N,164.6,66.5,82.8,0
B,M,N,Y,187.4,123.3,85.6,1
W,F,N,N,154.8,205.6,86.4,1
B,M,N,Y,190.5,56.5,85.0,1
B,M,N,Y,182.4,121.9,84.2,0
B,M,N,Y,199.3,52.5,89.9,1
W,F,N,N,162.6,209.5,82.0,0
A,M,Y,Y,197.6,280.6,85.5,1
A,M,Y,Y,181.4,328.8,81.0,0
W,M,N,Y,175.7,168.0,85.7,1
W,F,N,N,154.8,173.9,89.4,1
A,F,Y,N,165.3,346.5,80.8,0
A,F,Y,N,165.1,282.7,81.9,0
W,F,N,N,153.2,226.7,83.3,0
B,F,N,N,165.8,62.6,84.0,0
W,F,N,N,150.9,144.6,82.9,0
B,M,N,Y,192.0,92.0,83.5,0
B,M,N,Y,184.4,92.0,87.8,1
W,M,N,Y,185.2,271.2,83.4,0
B,M,N,Y,199.7,52.8,85.3,1
B,F,N,N,165.2,101.7,89.7,1
B,F,N,N,164.2,67.3,85.2,1
B,M,N,Y,180.6,123.6,85.2,1
A,M,Y,Y,199.9,348.2,81.5,0
A,F,Y,N,152.2,305.1,83.1,0
W,F,N,N,163.7,167.5,84.1,0
A,F,Y,N,155.7,335.5,86.0,1
B,F,N,N,165.6,108.9,80.8,0
W,F,N,N,166.6,217.6,87.7,1
B,M,N,Y,181.8,57.0,86.4,1
A,F,Y,N,159.6,276.5,86.1,1
W,F,N,N,165.9,219.5,84.0,0
A,M,Y,Y,190.3,311.8,85.8,1
W,M,N,Y,176.6,221.2,83.4,0
A,M,Y,Y,179.3,319.1,86.4,1
A,F,Y,N,161.1,303.0,87.0,1
A,F,Y,N,163.0,312.0,82.0,0
A,F,Y,N,164.1,315.2,85.5,1
B,M,N,Y,188.0,118.3,87.1,1
A,M,Y,Y,183.9,332.9,82.0,0
W,F,N,N,163.7,201.1,84.5,0
W,M,N,Y,191.1,272.2,87.0,1
A,F,Y,N,163.5,313.6,87.2,1
W,F,N,N,154.3,166.8,80.3,0
B,M,N,Y,197.8,61.8,87.5,1
W,F,N,N,157.1,135.1,89.0,1
W,F,N,N,167.4,139.9,80.2,0
A,F,Y,N,159.7,341.7,89.9,1
A,M,Y,Y,190.4,301.6,86.9,1
B,F,N,N,157.0,114.6,84.8,0
A,M,Y,Y,175.4,339.6,86.2,1
B,F,N,N,166.3,107.0,85.2,1
B,M,N,Y,168.9,108.1,87.5,1
A,F,Y,N,168.0,343.6,81.2,0
W,M,N,Y,188.4,196.1,83.0,0
W,M,N,Y,196.4,141.9,85.8,1
A,F,Y,N,152.1,324.4,81.9,0
A,M,Y,Y,199.8,307.5,80.3,0
A,F,Y,N,162.3,279.9,88.3,1
B,F,N,N,162.7,78.6,87.5,1
W,F,N,N,164.8,264.5,89.6,1
W,M,N,Y,199.7,187.4,86.3,1
W,F,N,N,160.8,128.2,83.0,0
B,F,N,N,158.9,95.2,88.1,1
W,M,N,Y,177.3,132.6,84.0,0
B,M,N,Y,192.0,99.1,80.9,0
A,M,Y,Y,196.2,332.5,84.1,0
W,M,N,Y,185.0,182.4,82.0,0
W,M,N,Y,187.4,245.0,87.7,1
B,F,N,N,164.8,114.3,87.6,1
A,M,Y,Y,190.9,325.3,85.3,1
W,F,N,N,152.0,174.4,83.5,0
A,F,Y,N,160.5,325.2,87.3,1
W,F,N,N,155.2,178.3,87.3,1
B,F,N,N,158.9,65.3,81.1,0
W,F,N,N,158.7,219.7,80.7,0
A,F,Y,N,158.2,308.3,82.8,0
B,M,N,Y,187.0,65.6,81.4,0
B,F,N,N,164.3,109.9,87.0,1
W,F,N,N,165.2,175.4,82.6,0
W,M,N,Y,168.4,231.8,82.2,0
B,F,N,N,166.7,82.0,84.0,0
A,M,Y,Y,184.0,330.1,83.6,0
B,F,N,N,161.7,90.2,85.8,1
W,M,N,Y,185.4,149.0,84.6,0
W,F,N,N,162.4,178.1,88.8,1
W,F,N,N,152.6,193.5,84.1,0
B,M,N,Y,199.6,76.7,87.4,1
W,M,N,Y,183.6,221.9,86.4,1
B,F,N,N,157.4,54.3,83.6,0
B,M,N,Y,189.4,53.5,83.8,0
A,F,Y,N,161.2,300.9,89.9,1
A,F,Y,N,156.8,347.9,85.0,1
B,F,N,N,154.1,84.2,86.4,1
B,M,N,Y,198.1,115.7,85.9,1
B,M,N,Y,174.1,105.9,87.6,1
B,F,N,N,159.9,74.4,86.6,1
B,F,N,N,159.3,99.6,88.0,1
B,F,N,N,161.6,82.5,90.0,1
W,M,N,Y,175.7,172.3,82.7,0
A,F,Y,N,161.2,312.9,87.6,1
W,M,N,Y,179.1,152.3,87.7,1
A,F,Y,N,152.7,334.4,83.7,0
B,M,N,Y,171.9,52.0,81.4,0
A,F,Y,N,152.3,349.7,84.7,0
W,F,N,N,150.9,177.0,83.4,0
W,F,N,N,161.9,218.8,82.4,0
B,F,N,N,153.4,61.7,81.7,0
A,F,Y,N,154.4,321.1,84.4,0
W,F,N,N,156.0,270.9,81.0,0
B,M,N,Y,186.4,116.7,85.1,1
W,F,N,N,159.7,150.1,90.0,1
A,F,Y,N,160.5,307.6,84.0,0
B,M,N,Y,188.2,97.1,84.1,0
A,M,Y,Y,177.3,281.4,84.5,0
W,M,N,Y,178.8,263.4,83.1,0
W,F,N,N,166.4,206.3,85.7,1
W,F,N,N,164.4,141.1,83.2,0
W,M,N,Y,195.4,146.2,89.9,1
A,F,Y,N,162.0,335.4,82.1,0
B,F,N,N,156.0,97.6,82.2,0
B,M,N,Y,185.4,61.4,83.2,0
A,M,Y,Y,180.5,320.1,85.3,1
W,F,N,N,165.0,170.0,87.4,1
A,M,Y,Y,197.7,330.2,82.4,0
A,M,Y,Y,175.3,339.2,80.2,0
A,F,Y,N,166.9,316.9,86.8,1
W,M,N,Y,195.2,260.3,83.0,0
W,F,N,N,161.0,152.4,85.3,1
B,F,N,N,152.5,108.6,81.5,0
A,F,Y,N,163.2,324.8,89.5,1
B,F,N,N,156.4,103.8,86.3,1
